I0616 21:38:08.591594  3516 server.go:1318] Starting language server process with pid 3516
E0616 22:13:49.871688  3516 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.871688  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.871688  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.871688  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
I0616 22:13:49.876689  3516 quota_manager.go:72] quotaRefreshLoop: starting reload (force=false)
E0616 22:13:49.876689  3516 log.go:398] model unreachable: request failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host: request failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.876689  3516 log_context.go:117] Cache(peopleInfo): Singleflight refresh failed: Get "https://www.googleapis.com/oauth2/v2/userinfo": dial tcp: lookup www.googleapis.com: no such host
E0616 22:13:49.877409  3516 log.go:398] Get "https://www.googleapis.com/oauth2/v2/userinfo": dial tcp: lookup www.googleapis.com: no such host
W0616 22:13:49.878424  3516 log_context.go:117] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": dial tcp: lookup www.googleapis.com: no such host
W0616 22:13:49.878424  3516 log_context.go:117] Failed to refresh cache in background: Get "https://www.googleapis.com/oauth2/v2/userinfo": dial tcp: lookup www.googleapis.com: no such host
W0616 22:13:49.881426  3516 log_context.go:117] Cache(availableModels): Singleflight refresh failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:13:49.881426  3516 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.882418  3516 log_context.go:117] Cache(loadCodeAssistResponse): Singleflight refresh failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:13:49.882418  3516 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.882418  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.882418  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.882418  3516 log_context.go:117] Cache(userInfo): Singleflight refresh failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchUserInfo": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:13:49.882418  3516 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchUserInfo": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.882418  3516 log_context.go:117] Cache(retrieveUserQuotaSummary): Singleflight refresh failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:retrieveUserQuotaSummary": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:13:49.882418  3516 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:retrieveUserQuotaSummary": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.883928  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.882418  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.882418  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.883928  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchUserInfo": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:13:49.883928  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:retrieveUserQuotaSummary": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:13:49.893990  3516 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:recordTrajectoryAnalytics": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:13:54.542204  3516 client.go:59] Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host
ERROR: logging before google.Init: E0616 22:13:54.541534      71 g3syslog.go:23] [Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host]
ERROR: logging before google.Init: E0616 22:13:59.546630      71 g3syslog.go:23] [Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host]
E0616 22:13:59.546630  3516 client.go:59] Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host
ERROR: logging before google.Init: E0616 22:14:04.555297      71 g3syslog.go:23] [Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host]
E0616 22:14:04.555297  3516 client.go:59] Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host
E0616 22:14:09.386811  3516 log.go:398] Failed to poll ListExperiments: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:listExperiments": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:14:09.388349  3516 log_context.go:117] Cache(loadCodeAssistResponse): Singleflight refresh failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:14:09.388349  3516 log_context.go:117] Cache(availableModels): Singleflight refresh failed: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:14:09.388349  3516 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:14:09.388349  3516 log.go:398] Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:14:09.388349  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
W0616 22:14:09.388858  3516 log_context.go:117] Failed to refresh cache in background: Post "https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels": dial tcp: lookup daily-cloudcode-pa.googleapis.com: no such host
E0616 22:14:09.557641  3516 client.go:59] Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host
ERROR: logging before google.Init: E0616 22:14:09.557641      71 g3syslog.go:23] [Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host]
E0616 22:14:14.565214  3516 client.go:59] Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host
ERROR: logging before google.Init: E0616 22:14:14.565214      71 g3syslog.go:23] [Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host]
E0616 22:14:19.570253  3516 client.go:59] Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host
ERROR: logging before google.Init: E0616 22:14:19.570253      71 g3syslog.go:23] [Post "https://play.googleapis.com/log": dial tcp: lookup play.googleapis.com: no such host]
I0616 22:14:34.038558  3516 input_loop.go:34] HandleUserInput called with text: "run again"
I0616 22:14:34.038558  3516 conversation_manager.go:463] Forwarding user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
I0616 22:14:34.038558  3516 server.go:1058] Sending user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
I0616 22:14:35.616806  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:fetchAvailableModels Trace: 0xd521de86ab523977
I0616 22:14:37.378540  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:loadCodeAssist Trace: 0x31dedb25ce9962bf
I0616 22:14:38.457762  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb94d283b167cff52 ResponseID: YX0xat_gJNT1g8UP_pyr8Ag
I0616 22:14:51.784571  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x82153de5bba80429 ResponseID: b30xavjFIdrJjuMP2u6BUA
I0616 22:15:12.415719  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xa38f626ad9764d72 ResponseID: g30xar7UF7v9juMPjvSVqAo
I0616 22:15:26.374224  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xca72eed43f450319 ResponseID: k30xaohO2aOO4w_N7IPACg
I0616 22:15:29.173385  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xf3da515f12618dcb ResponseID: lX0xaqvZL4O3juMP75OloAE
I0616 22:15:31.542692  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x9e1e1bf39967588f ResponseID: mH0xavCZCvK9juMPidqB4Ac
I0616 22:15:31.937631  3516 tool_confirmation_manager.go:77] Surfacing tool confirmation: "Bash" at step 84
I0616 22:15:39.807246  3516 input_loop.go:459] Responding to tool confirmation: convID=6b284218-b68c-4df8-b633-5aca70fd92a5, stepIdx=84, approved=true, sandboxOverride=false, turnGrants=[]
I0616 22:15:39.807246  3516 server.go:1605] Tool confirmation for conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 step 84 (type=*gemini_coder_go_proto.Step_RunCommand approved=true)
I0616 22:15:45.930037  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x80312f1049f9cac5 ResponseID: pn0xaoR3nbLj4Q-J0MDgCQ
I0616 22:15:48.606383  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x916909c40bacf200 ResponseID: qX0xap36DKrk4-EPgePSsAQ
I0616 22:15:50.250056  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x505c960a8be54703 ResponseID: q30xap36HKCNqfkPgqTjgQM
I0616 22:15:52.347487  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xb937a98f84dcda1d ResponseID: rX0xaujBDIWa4-EPkqX7gAg
I0616 22:15:53.025428  3516 quota_manager.go:72] quotaRefreshLoop: starting reload (force=false)
I0616 22:16:12.404991  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x1a7d7cf1f42e6fcf ResponseID: wX0xauShH4LTjuMP9NmWqAE
I0616 22:16:17.204837  3516 input_loop.go:34] HandleUserInput called with text: "Give me a famous quote on Artificial Intelligence and who said that?"
I0616 22:16:17.205361  3516 conversation_manager.go:463] Forwarding user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
I0616 22:16:17.205361  3516 server.go:1058] Sending user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
I0616 22:16:20.136835  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x15f8162887d5a65c ResponseID: yH0xaqaCHNrYjuMP6rmCoAI
I0616 22:16:20.347063  3516 quota_manager.go:68] quotaRefreshLoop: skipped (throttled)
I0616 22:16:11.042728  3516 input_loop.go:34] HandleUserInput called with text: "Here is a famous quote on Artificial Intelligence:                                                                           \n                                                                                                                               \n  │ \"Artificial intelligence is the new electricity.\"                                                                          \n  │ — Andrew Ng"
I0616 22:16:11.043804  3516 conversation_manager.go:463] Forwarding user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
I0616 22:16:11.043804  3516 server.go:1058] Sending user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
I0616 22:16:13.960948  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0xe899d9b498229fd ResponseID: 1H0xaqyBJ6-xjuMP1ZeD0AI
I0616 22:16:14.244834  3516 quota_manager.go:68] quotaRefreshLoop: skipped (throttled)
I0616 22:17:36.521478  3516 input_loop.go:34] HandleUserInput called with text: "settings"
I0616 22:17:36.521478  3516 conversation_manager.go:463] Forwarding user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
I0616 22:17:36.521478  3516 server.go:1058] Sending user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
I0616 22:17:40.354981  3516 http_helpers.go:186] URL: https://daily-cloudcode-pa.googleapis.com/v1internal:streamGenerateContent?alt=sse Trace: 0x4c5cc344380539ba ResponseID: KX4xasWVJt2vjuMP5c3p4AI
I0616 22:17:40.816862  3516 quota_manager.go:72] quotaRefreshLoop: starting reload (force=false)
I0616 22:17:52.906840  3516 input_loop.go:34] HandleUserInput called with text: "config"
I0616 22:17:52.906840  3516 conversation_manager.go:463] Forwarding user message to conversation 6b284218-b68c-4df8-b633-5aca70fd92a5 (items=1, media=0)
